"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit"
"517924","7","271000940080","271000870010","2710 00 94",," - - - - Metal-working compounds, mould release oils, anti-corrosion oils","Metal-working compounds, mould release oils, anti-corrosion oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituent of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)","-"
"517925","7","271000960080","271000870010","2710 00 96",," - - - - Electrical insulating oils","Electrical insulating oils containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituent of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27 and to be mixed in accordance with the terms of Additional Note 6 to chapter 27)","-"
"517926","7","271000970080","271000870010","2710 00 97",," - - - - Other lubricating oils and other oils","Lubricating oils and other preparations, n.e.s. containing by weight >= 70% of petroleum oils or of oils obtained from bituminous minerals, these oils being the basic constituents of the preparations (excl. for undergoing chemical transformation or the specific processes specified in Additional Note 4 to chapter 27)","-"
"517927","3","271100000080","270020000090","2711","27"," Petroleum gases and other gaseous hydrocarbons","Petroleum gas and other gaseous hydrocarbons",
"517928","4","271111000010","271100000080",,"2711"," -  Liquefied",,
"517929","5","271111000080","271111000010","2711 11 00",," - - Natural gas","Natural gas, liquefied","TJ"
"517930","5","271112000080","271111000010","2711 12",," - - Propane","Propane, liquefied",
"517931","6","271112110010","271112000080",,"2711 12"," - - - Propane of a purity not less than 99 %",,
"517932","7","271112110080","271112110010","2711 12 11",," - - - - For use as a power or heating fuel","Propane of a purity of >= 99%, for use as a power or heating fuel, liquefied","-"
"517933","7","271112190080","271112110010","2711 12 19",," - - - - For other purposes","Propane of a purity of >= 99%, liquefied (excl. for use as a power or heating fuel)","-"
"517934","6","271112910010","271112000080",,"2711 12"," - - - Other",,
"517935","7","271112910080","271112910010","2711 12 91",," - - - - For undergoing a specific process","Propane of a purity of < 99%, liquefied, for undergoing a specific process as defined in Additional Note 4 to chapter 27","-"
"517936","7","271112930080","271112910010","2711 12 93",," - - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2711 12 91","Propane of a purity of < 99%, liquefied, for undergoing chemical transformation (excl. processes specified in 2711.12.91)","-"
"517937","7","271112940010","271112910010",,," - - - - For other purposes",,
"517938","8","271112940080","271112940010","2711 12 94",," - - - - - Of a purity exceeding 90 % but less than 99 %","Liquid propane of a purity of > 90%, but < 99% (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)","-"
"517939","8","271112970080","271112940010","2711 12 97",," - - - - - Other","Liquified propane of a purity of <= 90% (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)","-"
"517940","5","271113000080","271111000010","2711 13",," - - Butanes","Butanes, liquefied (excl. of a purity of >= 95% of N-butane or isobutane)",
"517941","6","271113100080","271113000080","2711 13 10","2711 13"," - - - For undergoing a specific process","Butanes for undergoing a specific process as defined in Additional Note 4 to chapter 27, liquefied (excl. of a purity of >= 95% of N-butane or isobutane)","-"
"517942","6","271113300080","271113000080","2711 13 30","2711 13"," - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2711 13 10","Butanes for undergoing chemical transformation, liquefied (excl. for specific processes specified in Additional Note 4 to chapter 27 and butanes of a purity of >= 95% of N-butane or isobutane)","-"
"517943","6","271113910010","271113000080",,"2711 13"," - - - For other purposes",,
"517944","7","271113910080","271113910010","2711 13 91",," - - - - Of a purity exceeding 90 % but less than 95 %","Liquified butane of a purity of > 90% but < 95% (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)","-"
"517945","7","271113970080","271113910010","2711 13 97",," - - - - Other","Liquified butane of a purity of <= 90% (excl. for undergoing chemical transformation or a process as specified in Additional Note 4 to chapter 27)","-"
"517946","5","271114000080","271111000010","2711 14 00",," - - Ethylene, propylene, butylene and butadiene","Ethylene, propylene, butylene and butadiene, liquefied (excl. ethylene of a purity of >= 95% and propylene, butylene and butadiene of a purity of >= 90%)","-"
"517947","5","271119000080","271111000010","2711 19 00",," - - Other","Gaseous hydrocarbons, liquefied, n.e.s. (excl. natural gas, propane, butane, ethylene, propylene, butylene and butadiene)","-"
"517948","4","271121000010","271100000080",,"2711"," -  In gaseous state",,
"517949","5","271121000080","271121000010","2711 21 00",," - - Natural gas","Natural gas in gaseous state","TJ"
"517950","5","271129000080","271121000010","2711 29 00",," - - Other","Hydrocarbons in gaseous state, n.e.s. (excl. natural gas)","-"
"517951","3","271200000080","270020000090","2712","27"," Petroleum jelly; paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured","Petroleum jelly, paraffin wax, micro- crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured",
"517952","4","271210000080","271200000080","2712 10","2712"," -  Petroleum jelly","Petroleum jelly",
"517953","5","271210100080","271210000080","2712 10 10","2712 10"," - - Crude","Crude petroleum jelly","-"
"517954","5","271210900080","271210000080","2712 10 90","2712 10"," - - Other","Petroleum jelly (excl. crude)","-"
"517955","4","271220000080","271200000080","2712 20","2712"," -  Paraffin wax containing by weight less than 0,75 % of oil","Paraffin wax containing < 0,75% by weight of oil",
"517956","5","271220100080","271220000080","2712 20 10","2712 20"," - - Synthetic paraffin wax of a molecular weight of 460 or more but not exceeding 1 560","Synthetic paraffin wax containing < 0,75% by weight of oil and of a molecular weight of >= 460 but <= 1560","-"
"517957","5","271220900080","271220000080","2712 20 90","2712 20"," - - Other","Paraffin wax containing < 0,75% by weight of oil (excl. synthetic paraffin wax of a molecular weight of >= 460 but <= 1560)","-"
"517958","4","271290000080","271200000080","2712 90","2712"," -  Other","Paraffin wax, microcrystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured (excl. petroleum jelly and paraffin wax containing < 0,75% by weight of oil)",
"517959","5","271290110010","271290000080",,"2712 90"," - - Ozokerite, lignite wax or peat wax (natural products)",,
"517960","6","271290110080","271290110010","2712 90 11",," - - - Crude","Crude ozokerite, lignite wax or peat wax ""natural products""","-"
"517961","6","271290190080","271290110010","2712 90 19",," - - - Other","Ozokerite, lignite wax or peat wax ""natural products"", whether or not coloured (excl. crude)","-"
"517962","5","271290310010","271290000080",,"2712 90"," - - Other",,
"517963","6","271290310020","271290310010",,," - - - Crude",,
"517964","7","271290310080","271290310020","2712 90 31",," - - - - For undergoing a specific process","Crude paraffin wax, microcrystalline petroleum wax, slack wax, other mineral waxes, and similar products obtained by synthesis or by other processes, for undergoing a specific process as defined in Additional Note 4 to chapter 27 (excl. petroleum jelly, paraffin wax containing < 0,75% by weight of oil, ozokerite, lignite wax and peat wax)","-"
"517965","7","271290330080","271290310020","2712 90 33",," - - - - For undergoing chemical transformation by a process other than those specified in respect of subheading 2712 90 31","Crude paraffin wax, microcrystalline petroleum wax, slack wax, other mineral waxes, and similar products obtained by synthesis or by other processes, for undergoing chemical transformation (excl. for specific processes specified in Additional Note 4 to chapter 27, petroleum jelly, paraffin wax containing < 0,75% by weight of oil, ozokerite, lignite wax and peat wax)","-"
"517966","7","271290390080","271290310020","2712 90 39",," - - - - For other purposes","Crude paraffin wax, microcrystalline petroleum wax, slack wax, other mineral waxes, and similar products obtained by synthesis or by other processes (excl. for undergoing chemical transformation, for undergoing a specific process as defined in Additional Note 4 to chapter 27, petroleum jelly, paraffin wax containing < 0,75% by weight of oil, ozokerite, lignite wax and peat wax)","-"
"517967","6","271290910010","271290310010",,," - - - Other",,
"517968","7","271290910080","271290910010","2712 90 91",," - - - - Blend of 1-alkenes containing by weight 80 % or more of 1-alkenes of a chain-length of 24 carbon atoms or more but not exceeding 28 carbon atoms","Blend of 1-alkenes containing by weight >= 80% of 1-alkenes of a chain-length of >= 24 but <= 28 carbon atoms","-"
"517969","7","271290990080","271290910010","2712 90 99",," - - - - Other","Paraffin wax, micro-crystalline petroleum wax, slack wax, ozokerite, lignite wax, peat wax, other mineral waxes, and similar products obtained by synthesis or by other processes, whether or not coloured (excl. petroleum jelly, paraffin wax containing < 0,75% by weight of oil and a blend of 1-alkenes containing by weight >= 80% of 1-alkenes of a chain-length of >= 24 but <= 28 carbon atoms)","-"
