"Order","Level","Code","Parent","Code","Parent","Description","Self-explanatory texts","Supplementary unit","Description of supplementary unit"
"319137","5","290315000080","290311000010","2903 15 00",,"-- 1,2-Dichloroethane (ethylene dichloride)","1,2-Dichloroethane ""ethylene dichloride""",,
"319138","5","290319000080","290311000010","2903 19",,"-- Other","Saturated chlorinated derivatives of acyclic hydrocarbons (excl. chloromethane ""methyl chloride"", chloroethane ""ethyl chloride"", dichloromethane ""methylene chloride"", chloroform ""trichloromethane"", carbon tetrachloride and 1,2-dichloroethane ""ethylene dichloride"")",,
"319139","6","290319100080","290319000080","2903 19 10","2903 19","--- 1,1,1-Trichloroethane (methylchloroform)","1,1,1-Trichloroethane ""methylchloroform""",,
"319140","6","290319800080","290319000080","2903 19 80","2903 19","--- Other","Saturated chlorinated derivatives of acyclic hydrocarbons (other than chloromethane [methyl chloride], chloroethane [ethyl chloride], dichloromethane [methylene chloride], chloroform [trichloromethane], carbon tetrachloride, 1,2-dichloroethane [ethylene dichloride] and 1,1,1-trichloroethane [methylchloroform])",,
"319141","4","290321000010","290300000080",,"2903","- Unsaturated chlorinated derivatives of acyclic hydrocarbons",,,
"319142","5","290321000080","290321000010","2903 21 00",,"-- Vinyl chloride (chloroethylene)","Vinyl chloride ""chloroethylene""",,
"319143","5","290322000080","290321000010","2903 22 00",,"-- Trichloroethylene","Trichloroethylene",,
"319144","5","290323000080","290321000010","2903 23 00",,"-- Tetrachloroethylene (perchloroethylene)","Tetrachloroethylene ""perchloroethylene""",,
"319145","5","290329000080","290321000010","2903 29 00",,"-- Other","Unsaturated chlorinated derivatives of acyclic hydrocarbons (excl. vinyl chloride ""chloroethylene"", trichloroethylene and tetrachloroethylene ""perchloroethylene"")",,
"319146","4","290330000080","290300000080","2903 30","2903","- Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons","Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons",,
"319147","5","290330330010","290330000080",,"2903 30","-- Bromides",,,
"319148","6","290330330080","290330330010","2903 30 33",,"--- Bromomethane (methyl bromide)","Bromomethane ""methyl bromide""",,
"319149","6","290330350080","290330330010","2903 30 35",,"--- Dibromomethane","Dibromomethane",,
"319150","6","290330360080","290330330010","2903 30 36",,"--- Other","Bromides ""brominated derivatives"" of acyclic hydrocarbons (excl. bromomethane ""methyl bromide"" and dibromomethane)",,
"319151","5","290330800080","290330000080","2903 30 80","2903 30","-- Fluorides and iodides","Fluorides ""fluorinated derivatives"" and iodides ""iodinated derivatives"" of acyclic hydrocarbons",,
"319152","4","290341000010","290300000080",,"2903","- Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens",,,
"319153","5","290341000080","290341000010","2903 41 00",,"-- Trichlorofluoromethane","Trichlorofluoromethane",,
"319154","5","290342000080","290341000010","2903 42 00",,"-- Dichlorodifluoromethane","Dichlorodifluoromethane",,
"319155","5","290343000080","290341000010","2903 43 00",,"-- Trichlorotrifluoroethanes","Trichlorotrifluoroethanes",,
"319156","5","290344000080","290341000010","2903 44",,"-- Dichlorotetrafluoroethanes and chloropentafluoroethane","Dichlorotetrafluoroethanes and chloropentafluoroethane",,
"319157","6","290344100080","290344000080","2903 44 10","2903 44","--- Dichlorotetrafluoroethanes","Dichlorotetrafluoroethanes",,
"319158","6","290344900080","290344000080","2903 44 90","2903 44","--- Chloropentafluoroethane","Chloropentafluoroethane",,
"319159","5","290345000080","290341000010","2903 45",,"-- Other derivatives perhalogenated only with fluorine and chlorine","Derivatives of acyclic hydrocarbons, perhalogenated only with fluorine and chlorine (excl. trichlorofluoromethane, dichlorodifluoromethane, trichlorotrifluoroethanes, dichlorotetrafluoroethanes and chloropentafluoroethane)",,
"319160","6","290345100080","290345000080","2903 45 10","2903 45","--- Chlorotrifluoromethane","Chlorotrifluoromethane",,
"319161","6","290345150080","290345000080","2903 45 15","2903 45","--- Pentachlorofluoroethane","Pentachlorofluoroethane",,
"319162","6","290345200080","290345000080","2903 45 20","2903 45","--- Tetrachlorodifluoroethanes","Tetrachlorodifluoroethanes",,
"319163","6","290345250080","290345000080","2903 45 25","2903 45","--- Heptachlorofluoropropanes","Heptachlorofluoropropanes",,
"319164","6","290345300080","290345000080","2903 45 30","2903 45","--- Hexachlorodifluoropropanes","Hexachlorodifluoropropanes",,
"319165","6","290345350080","290345000080","2903 45 35","2903 45","--- Pentachlorotrifluoropropanes","Pentachlorotrifluoropropanes",,
"319166","6","290345400080","290345000080","2903 45 40","2903 45","--- Tetrachlorotetrafluoropropanes","Tetrachlorotetrafluoropropanes",,
"319167","6","290345450080","290345000080","2903 45 45","2903 45","--- Trichloropentafluoropropanes","Trichloropentafluoropropanes",,
"319168","6","290345500080","290345000080","2903 45 50","2903 45","--- Dichlorohexafluoropropanes","Dichlorohexafluoropropanes",,
"319169","6","290345550080","290345000080","2903 45 55","2903 45","--- Chloroheptafluoropropanes","Chloroheptafluoropropanes",,
"319170","6","290345900080","290345000080","2903 45 90","2903 45","--- Other","Derivatives of acyclic hydrocarbons, perhalogenated only with fluorine and chlorine (excl. trichlorofluoromethane, dichlorodifluoromethane, trichlorotrifluoroethanes, dichlorotetrafluoroethanes, chloropentafluoroethane, chlorotrifluoromethane, pentachlorofluoroethane, tetrachlorodifluoroethanes; heptachlorofluoro, hexachlorodifluoro-, pentachlorotrifluoro-, tetrachlorotetrafluoro-, trichloropentafluoro-, dichlorohexafluoro- and chloroheptafluoropropanes)",,
"319171","5","290346000080","290341000010","2903 46",,"-- Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes","Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",,
"319172","6","290346100080","290346000080","2903 46 10","2903 46","--- Bromochlorodifluoromethane","Bromochlorodifluoromethane",,
"319173","6","290346200080","290346000080","2903 46 20","2903 46","--- Bromotrifluoromethane","Bromotrifluoromethane",,
"319174","6","290346900080","290346000080","2903 46 90","2903 46","--- Dibromotetrafluoroethanes","Dibromotetrafluoroethanes",,
"319175","5","290347000080","290341000010","2903 47 00",,"-- Other perhalogenated derivatives","Perhalogenated derivatives of acyclic hydrocarbons with two or more different halogens (excl. only fluorinated and chlorinated and bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes)",,
"319176","5","290349000080","290341000010","2903 49",,"-- Other","Halogenated derivatives of acyclic hydrocarbons with two or more different halogens (excl. perhalogenated derivatives)",,
"319177","6","290349100010","290349000080",,"2903 49","--- Halogenated only with fluorine and chlorine",,,
"319178","7","290349100080","290349100010","2903 49 10",,"---- Of methane, ethane or propane","Halogenated derivatives of methane, ethane or propane, halogenated only with fluorine and chlorine (excl. perhalogenated)",,
"319179","7","290349200080","290349100010","2903 49 20",,"---- Other","Halogenated derivatives of acyclic hydrocarbons, halogenated only with fluorine and chlorine (other than perhalogenated polymers and of methane, ethane or propane)",,
"319180","6","290349300010","290349000080",,"2903 49","--- Halogenated only with fluorine and bromine",,,
"319181","7","290349300080","290349300010","2903 49 30",,"---- Of methane, ethane or propane","Halogenated derivatives of methane, ethane or propane, halogenated only with fluorine and bromine (excl. perhalogenated)",,
"319182","7","290349400080","290349300010","2903 49 40",,"---- Other","Halogenated derivatives of acyclic hydrocarbons, halogenated only with fluorine and bromine (excl. of methane, ethane or propane, and perhalogenated)",,
"319183","6","290349800080","290349000080","2903 49 80","2903 49","--- Other","Halogenated derivatives of acyclic hydrocarbons with two or more different halogens (other than halogenated only with fluorine and chlorine, halogenated only with fluorine and bromine, and perhalogenated)",,
"319184","4","290351000010","290300000080",,"2903","- Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons",,,
"319185","5","290351000080","290351000010","2903 51 00",,"-- 1,2,3,4,5,6-Hexachlorocyclohexane","1,2,3,4,5,6-Hexachlorocyclohexane",,
"319186","5","290359000080","290351000010","2903 59",,"-- Other","Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons (excl. 1,2,3,4,5,6-hexachlorocyclohexane)",,
"319187","6","290359100080","290359000080","2903 59 10","2903 59","--- 1,2-Dibromo-4-(1,2-dibromoethyl)cyclohexane","1,2-Dibromo-4-""1,2-dibromoethyl""cyclohexane",,
"319188","6","290359300080","290359000080","2903 59 30","2903 59","--- Tetrabromocyclooctanes","Tetrabromocyclooctanes",,
"319189","6","290359900080","290359000080","2903 59 90","2903 59","--- Other","Halogenated derivatives of alicyclic hydrocarbons (excl. 1,2,3,4,5,6-hexachlorocyclohexane, 1,2-dibromo-4-""1,2-dibromoethyl""cyclohexane and tetrabromocyclooctanes)",,
"319190","4","290361000010","290300000080",,"2903","- Halogenated derivatives of aromatic hydrocarbons",,,
"319191","5","290361000080","290361000010","2903 61 00",,"-- Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene","Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",,
"319192","5","290362000080","290361000010","2903 62 00",,"-- Hexachlorobenzene and DDT (1,1,1-trichloro-2,2-bis(p-chlorophenyl)ethane)","Hexachlorobenzene and DDT ""1,1,1-trichloro-2,2-bis[p-chlorophenyl]ethane""",,
"319193","5","290369000080","290361000010","2903 69",,"-- Other","Halogenated derivatives of aromatic hydrocarbons (excl. chlorobenzene, o-dichlorobenzene and p-dichlorobenzene, hexachlorobenzene and DDT ""1,1,1-trichloro-2,2-bis[p-chlorophenyl]ethane"")",,
"319194","6","290369100080","290369000080","2903 69 10","2903 69","--- 2,3,4,5,6-Pentabromoethylbenzene","2,3,4,5,6-Pentabromoethylbenzene",,
"319195","6","290369900080","290369000080","2903 69 90","2903 69","--- Other","Halogenated derivatives of aromatic hydrocarbons (excl. chlorobenzene, o-dichlorobenzene, p-dichlorobenzene, hexachlorobenzene, DDT ""1,1,1-trichloro-2,2-bis[p-chlorophenyl]ethane"" and 2,3,4,5,6-pentabromoethylbenzene)",,
"319196","3","290400000080","290021000090","2904","29"," Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated",,
"319197","4","290410000080","290400000080","2904 10 00","2904","- Derivatives containing only sulpho groups, their salts and ethyl esters","Derivatives of hydrocarbons containing only sulpho groups, their salts and ethyl esters",,
"319198","4","290420000080","290400000080","2904 20 00","2904","- Derivatives containing only nitro or only nitroso groups","Derivatives of hydrocarbons containing only nitro or nitroso groups",,
"319199","4","290490000080","290400000080","2904 90","2904","- Other","Sulphonated, nitrated or nitrosated derivatives of hydrocarbons, whether or not halogenated (excl. those containing only sulpho, nitro or nitroso groups)",,
"319200","5","290490200080","290490000080","2904 90 20","2904 90","-- Sulphohalogenated derivatives","Sulphohalogenated derivatives of hydrocarbons (excl. esters of glycerol formed with acid-function compounds)",,
"319201","5","290490400080","290490000080","2904 90 40","2904 90","-- Trichloronitromethane (chloropicrin)","Trichloronitromethane ""chloropicrin""",,
