"Order","Level","Code","Parent","Code","Parent","Supplementary unit","Description","Self-explanatory texts","Description of supplementary unit","Unit","Explanatory notes","Unit","Illustration","Illustration"
"66171","4","870410000080","870400000080","8704 10","8704",,"- Dumpers designed for off-highway use","Dumpers for off-highway use",,,,,,
"66172","5","870410100080","870410000080","8704 10 10","8704 10","p/st","- - With compression-ignition internal combustion piston engine (diesel or semi-diesel), or with spark-ignition internal combustion piston engine","Dumpers for off-highway use, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" or with spark-ignition internal combustion piston engine","Number of items",,,,,
"66173","5","870410900080","870410000080","8704 10 90","8704 10","p/st","- - Other","Dumpers for off-highway use with engines other than internal combustion piston engine","Number of items",,,,,
"66174","4","870421000010","870400000080",,"8704",,"- Other, with compression-ignition internal combustion piston engine (diesel or semi-diesel)",,,,,,,
"66175","5","870421000080","870421000010","8704 21",,,"- - Of a gross vehicle weight not exceeding 5 tonnes","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)",,,,,,
"66176","6","870421100080","870421000080","8704 21 10","8704 21","p/st","- - - Specially designed for the transport of highly radioactive materials (Euratom)","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t, for the transport of highly radioactive materials [Euratom]","Number of items",,,,,
"66177","6","870421310010","870421000080",,"8704 21",,"- - - Other",,,,,,,
"66178","7","870421310020","870421310010",,,,"- - - - With engines of a cylinder capacity exceeding 2 500 cm³",,,,,,,
"66179","8","870421310080","870421310020","8704 21 31",,"p/st","- - - - - New","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t, of a cylinder capacity > 2.500 cm³, new (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66180","8","870421390080","870421310020","8704 21 39",,"p/st","- - - - - Used","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t, of a cylinder capacity > 2.500 cm³, used (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66181","7","870421910010","870421310010",,,,"- - - - With engines of a cylinder capacity not exceeding 2 500 cm³",,,,,,,
"66182","8","870421910080","870421910010","8704 21 91",,"p/st","- - - - - New","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t, of a cylinder capacity <= 2.500 cm³, new (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66183","8","870421990080","870421910010","8704 21 99",,"p/st","- - - - - Used","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight <= 5 t, of a cylinder capacity <= 2.500 cm³, used (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66184","5","870422000080","870421000010","8704 22",,,"- - Of a gross vehicle weight exceeding 5 tonnes but not exceeding 20 tonnes","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 5 t but <= 20 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)",,,,,,
"66185","6","870422100080","870422000080","8704 22 10","8704 22","p/st","- - - Specially designed for the transport of highly radioactive materials (Euratom)","Motor vehicles, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 5 t but <= 20 t, for the transport of highly radioactive materials [Euratom]","Number of items",,,,,
"66186","6","870422910010","870422000080",,"8704 22",,"- - - Other",,,,,,,
"66187","7","870422910080","870422910010","8704 22 91",,"p/st","- - - - New","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 5 t but <= 20 t, new (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66188","7","870422990080","870422910010","8704 22 99",,"p/st","- - - - Used","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 5 t but <= 20 t, used (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66189","5","870423000080","870421000010","8704 23",,,"- - Of a gross vehicle weight exceeding 20 tonnes","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 20 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)",,,,,,
"66190","6","870423100080","870423000080","8704 23 10","8704 23","p/st","- - - Specially designed for the transport of highly radioactive materials (Euratom)","Motor vehicles with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 20 t, for the transport of highly radioactive materials [Euratom]","Number of items",,,,,
"66191","6","870423910010","870423000080",,"8704 23",,"- - - Other",,,,,,,
"66192","7","870423910080","870423910010","8704 23 91",,"p/st","- - - - New","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 20 t, new (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66193","7","870423990080","870423910010","8704 23 99",,"p/st","- - - - Used","Motor vehicles for the transport of goods, with compression-ignition internal combustion piston engine ""diesel or semi-diesel"" of a gross vehicle weight > 20 t, used (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66194","4","870431000010","870400000080",,"8704",,"- Other, with spark-ignition internal combustion piston engine",,,,,,,
"66195","5","870431000080","870431000010","8704 31",,,"- - Of a gross vehicle weight not exceeding 5 tonnes","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t (excl. dumpers for off-highway use of subheading 8704.10 and special purpose motor vehicles of heading 8705)",,,,,,
"66196","6","870431100080","870431000080","8704 31 10","8704 31","p/st","- - - Specially designed for the transport of highly radioactive materials (Euratom)","Motor vehicles, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t, for the transport of highly radioactive materials [Euratom]","Number of items",,,,,
"66197","6","870431310010","870431000080",,"8704 31",,"- - - Other",,,,,,,
"66198","7","870431310020","870431310010",,,,"- - - - With engines of a cylinder capacity exceeding 2 800 cm³",,,,,,,
"66199","8","870431310080","870431310020","8704 31 31",,"p/st","- - - - - New","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t, of a cylinder capacity > 2.800 cm³, new (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66200","8","870431390080","870431310020","8704 31 39",,"p/st","- - - - - Used","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t, of a cylinder capacity > 2.800 cm³, used (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66201","7","870431910010","870431310010",,,,"- - - - With engines of a cylinder capacity not exceeding 2 800 cm³",,,,,,,
"66202","8","870431910080","870431910010","8704 31 91",,"p/st","- - - - - New","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t, of a cylinder capacity <= 2.800 cm³, new (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
"66203","8","870431990080","870431910010","8704 31 99",,"p/st","- - - - - Used","Motor vehicles for the transport of goods, with spark-ignition internal combustion piston engine, of a gross vehicle weight <= 5 t, of a cylinder capacity <= 2.800 cm³, used (excl. dumpers for off-highway use of subheading 8704.10, special purpose motor vehicles of heading 8705 and special motor vehicles for the transport of highly radioactive materials)","Number of items",,,,,
